#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX	Pos	CH	308	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_FIXED	Pos	CH	10	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX	Pos	CH	133	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX	Pos	CH	284	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_FIXED	Pos	CH	29	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX	Pos	CH	293	1	0.3	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX	Pos	CH	263	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_FIXED	Pos	CH	442	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX	Pos	CH	8649	2	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX	Pos	CH	285	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_FIXED	Pos	CH	8	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX	Pos	CH	63	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	15	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_RH1	Pos	CH	258	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_RH1	Pos	CH	427	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_RH1	Pos	CH	240	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	26	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_RH1	Pos	CH	302	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	1181	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_RH1	Pos	CH	61	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	2	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_RH1	Pos	CH	31	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_RH1	Pos	CH	352	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	20	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_RH1	Pos	CH	237	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	13	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_RH1	Pos	CH	291	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_RH1	Pos	CH	486	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	17	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_RH1	Pos	CH	325	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	12	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_RH1	Pos	CH	207	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	12	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_RH1	Pos	CH	262	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	14	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_RH1	Pos	CH	338	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_RH1	Pos	CH	531	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	27	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_RH1	Pos	CH	280	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	290	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_RH1	Pos	CH	21	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	11	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_RH1	Pos	CH	384	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	2737	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_RH1	Pos	CH	57	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	21	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_RH1	Pos	CH	417	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	14	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_RH1	Pos	CH	5	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	40	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_RH1	Pos	CH	590	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	207	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_RH1	Pos	CH	7	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_RH1	Pos	CH	393	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	8	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_RH1	Pos	CH	173	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_RH1	Pos	CH	353	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	17	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_TX_RH1	Pos	CH	380	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	13	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_TX_RH1	Pos	CH	341	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	301	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_TX_RH1	Pos	CH	10522	1	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	14	1	7.1	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_TX_RH1	Pos	CH	337	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_RH1_FIXED	Pos	CH	2	0	0	PEAK
PBEH2_BCBC69_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_TX_RH1	Pos	CH	58	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	39	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_COSSB	Pos	CH	375	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_COSSB	Pos	CH	480	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	27	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_COSSB	Pos	CH	288	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	44	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_COSSB	Pos	CH	349	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	1471	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_COSSB	Pos	CH	93	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	3	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_COSSB	Pos	CH	38	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	43	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_COSSB	Pos	CH	435	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	34	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_COSSB	Pos	CH	269	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	39	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_COSSB	Pos	CH	392	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	44	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_COSSB	Pos	CH	518	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	29	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_COSSB	Pos	CH	376	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_COSSB	Pos	CH	255	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	32	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_COSSB	Pos	CH	384	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	38	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_COSSB	Pos	CH	376	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	63	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_COSSB	Pos	CH	586	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_COSSB	Pos	CH	339	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	410	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_COSSB	Pos	CH	40	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	38	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_COSSB	Pos	CH	483	1	0.2	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	3109	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_COSSB	Pos	CH	80	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	40	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_COSSB	Pos	CH	441	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_COSSB	Pos	CH	6	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	58	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_COSSB	Pos	CH	747	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	244	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_COSSB	Pos	CH	14	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	37	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_COSSB	Pos	CH	462	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	15	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_COSSB	Pos	CH	197	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	33	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT_COSSB	Pos	CH	373	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT_COSSB	Pos	CH	434	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	34	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT_COSSB	Pos	CH	387	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	593	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT_COSSB	Pos	CH	13607	2	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT_COSSB	Pos	CH	460	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT_COSSB_FIXED	Pos	CH	6	0	0	PEAK
PBEH2_BCBC70_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT_COSSB	Pos	CH	100	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	15	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_COSSB	Pos	CH	229	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	23	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_COSSB	Pos	CH	313	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	18	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_COSSB	Pos	CH	208	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_COSSB	Pos	CH	253	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	973	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_COSSB	Pos	CH	80	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	2	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_COSSB	Pos	CH	20	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_COSSB	Pos	CH	304	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_COSSB	Pos	CH	231	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	21	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_COSSB	Pos	CH	235	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	37	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_COSSB	Pos	CH	363	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	19	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_COSSB	Pos	CH	240	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	20	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_COSSB	Pos	CH	203	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	21	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_COSSB	Pos	CH	256	1	0.4	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	15	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_COSSB	Pos	CH	257	1	0.4	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	47	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_COSSB	Pos	CH	354	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	30	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_COSSB	Pos	CH	185	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	209	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_COSSB	Pos	CH	25	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	37	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_COSSB	Pos	CH	264	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	2278	1	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_COSSB	Pos	CH	57	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	44	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_COSSB	Pos	CH	329	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	10	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_COSSB	Pos	CH	7	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	51	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_COSSB	Pos	CH	454	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	185	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_COSSB	Pos	CH	4	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	26	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_COSSB	Pos	CH	287	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	10	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_TX_COSSB	Pos	CH	120	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_COSSB_FIXED	Pos	CH	17	0	0	PEAK
PBEH2_BCBC71_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_TX_COSSB	Pos	CH	223	0	0	PEAK
