#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_NT	Pos	CH	631	3	0.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_NT	Pos	CH	508	1	0.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_NT	Pos	CH	291	1	0.3	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_NT	Pos	CH	718	5	0.7	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_NT	Pos	CH	374	4	1.1	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_NT	Pos	CH	352	4	1.1	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_NT	Pos	CH	216	0	0	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_NT	Pos	CH	460	2	0.4	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_NT	Pos	CH	458	1	0.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_NT	Pos	CH	261	3	1.1	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_NT	Pos	CH	489	1	0.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_NT	Pos	CH	44	2	4.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_NT	Pos	CH	510	4	0.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_NT	Pos	CH	412	14	3.4	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_NT	Pos	CH	592	3	0.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_NT	Pos	CH	19	0	0	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_NT	Pos	CH	510	4	0.8	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_NT	Pos	CH	558	14	2.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_NT	Pos	CH	567	3	0.5	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_NT	Pos	CH	68	0	0	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_NT	Pos	CH	399	1	0.3	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_NT	Pos	CH	234	0	0	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_NT	Pos	CH	249	3	1.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_NT	Pos	CH	601	7	1.2	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_NT	Pos	CH	108	0	0	PEAK
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_NT	Pos	CH	20	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX	Pos	CH	683	2	0.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX	Pos	CH	437	2	0.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX	Pos	CH	1008	4	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX	Pos	CH	366	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX	Pos	CH	400	1	0.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX	Pos	CH	783	3	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX	Pos	CH	569	1	0.2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX	Pos	CH	337	1	0.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX	Pos	CH	859	2	0.2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX	Pos	CH	428	1	0.2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX	Pos	CH	412	2	0.5	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX	Pos	CH	229	1	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX	Pos	CH	547	1	0.2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX	Pos	CH	501	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX	Pos	CH	297	3	1	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX	Pos	CH	556	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX	Pos	CH	57	1	1.8	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX	Pos	CH	646	4	0.6	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX	Pos	CH	556	7	1.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX	Pos	CH	644	4	0.6	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX	Pos	CH	16	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX	Pos	CH	648	2	0.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX	Pos	CH	661	13	2	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX	Pos	CH	682	1	0.1	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX	Pos	CH	89	0	0	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX	Pos	CH	451	2	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX	Pos	CH	240	1	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX	Pos	CH	344	1	0.3	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX	Pos	CH	774	3	0.4	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX	Pos	CH	135	1	0.7	PEAK
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX	Pos	CH	22	0	0	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX_RH1	Pos	CH	1043	1	0.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX_RH1	Pos	CH	652	1	0.2	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX_RH1	Pos	CH	1257	4	0.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX_RH1	Pos	CH	630	1	0.2	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX_RH1	Pos	CH	625	0	0	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX_RH1	Pos	CH	976	11	1.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX_RH1	Pos	CH	803	1	0.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX_RH1	Pos	CH	513	4	0.8	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX_RH1	Pos	CH	1268	6	0.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX_RH1	Pos	CH	618	2	0.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX_RH1	Pos	CH	580	4	0.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX_RH1	Pos	CH	418	1	0.2	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX_RH1	Pos	CH	840	1	0.1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX_RH1	Pos	CH	680	3	0.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX_RH1	Pos	CH	424	8	1.9	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX_RH1	Pos	CH	755	3	0.4	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX_RH1	Pos	CH	79	0	0	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX_RH1	Pos	CH	876	6	0.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX_RH1	Pos	CH	775	13	1.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX_RH1	Pos	CH	864	5	0.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX_RH1	Pos	CH	42	0	0	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX_RH1	Pos	CH	800	2	0.3	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX_RH1	Pos	CH	954	16	1.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX_RH1	Pos	CH	913	2	0.2	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX_RH1	Pos	CH	99	0	0	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX_RH1	Pos	CH	662	4	0.6	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX_RH1	Pos	CH	400	2	0.5	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX_RH1	Pos	CH	431	3	0.7	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX_RH1	Pos	CH	1087	11	1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX_RH1	Pos	CH	197	2	1	PEAK
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX_RH1	Pos	CH	37	1	2.7	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_FIXED	Pos	CH	29	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT	Pos	CH	417	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT	Pos	CH	499	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_FIXED	Pos	CH	34	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT	Pos	CH	311	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT	Pos	CH	350	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_FIXED	Pos	CH	1372	1	0.1	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT	Pos	CH	111	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_FIXED	Pos	CH	4	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT	Pos	CH	34	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_FIXED	Pos	CH	40	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT	Pos	CH	421	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT	Pos	CH	332	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_FIXED	Pos	CH	30	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT	Pos	CH	411	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED	Pos	CH	63	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT	Pos	CH	535	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT	Pos	CH	334	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT	Pos	CH	273	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED	Pos	CH	39	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT	Pos	CH	370	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED	Pos	CH	39	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT	Pos	CH	392	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED	Pos	CH	95	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT	Pos	CH	615	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT	Pos	CH	375	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_FIXED	Pos	CH	433	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT	Pos	CH	44	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT	Pos	CH	419	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_FIXED	Pos	CH	3121	1	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT	Pos	CH	100	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_FIXED	Pos	CH	46	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT	Pos	CH	438	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_FIXED	Pos	CH	13	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT	Pos	CH	6	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_FIXED	Pos	CH	68	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT	Pos	CH	766	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_FIXED	Pos	CH	273	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT	Pos	CH	13	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_FIXED	Pos	CH	50	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT	Pos	CH	450	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_FIXED	Pos	CH	14	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT	Pos	CH	221	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT_FIXED	Pos	CH	45	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR26_DESCSUPERCOIL_NT	Pos	CH	417	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT_FIXED	Pos	CH	47	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR27_DESCSUPERCOIL_NT	Pos	CH	429	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT_FIXED	Pos	CH	35	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR28_DESCSUPERCOIL_NT	Pos	CH	419	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT_FIXED	Pos	CH	712	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR29_DESCSUPERCOIL_NT	Pos	CH	12913	2	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT_FIXED	Pos	CH	56	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR30_DESCSUPERCOIL_NT	Pos	CH	422	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT_FIXED	Pos	CH	10	0	0	PEAK
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR31_DESCSUPERCOIL_NT	Pos	CH	117	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX_FIXED	Pos	CH	24	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_TX	Pos	CH	230	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX_FIXED	Pos	CH	32	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_TX	Pos	CH	330	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_TX	Pos	CH	198	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_TX	Pos	CH	272	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX_FIXED	Pos	CH	1232	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_TX	Pos	CH	84	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX_FIXED	Pos	CH	1	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_TX	Pos	CH	34	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX_FIXED	Pos	CH	32	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_TX	Pos	CH	336	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX_FIXED	Pos	CH	29	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_TX	Pos	CH	266	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_TX	Pos	CH	259	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX_FIXED	Pos	CH	25	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_TX	Pos	CH	386	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX_FIXED	Pos	CH	21	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_TX	Pos	CH	305	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX_FIXED	Pos	CH	22	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_TX	Pos	CH	218	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX_FIXED	Pos	CH	17	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_TX	Pos	CH	260	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX_FIXED	Pos	CH	31	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_TX	Pos	CH	278	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX_FIXED	Pos	CH	61	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_TX	Pos	CH	416	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX_FIXED	Pos	CH	32	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_TX	Pos	CH	265	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX_FIXED	Pos	CH	312	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_TX	Pos	CH	28	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX_FIXED	Pos	CH	29	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_TX	Pos	CH	350	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX_FIXED	Pos	CH	2848	2	0.1	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_TX	Pos	CH	67	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX_FIXED	Pos	CH	28	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_TX	Pos	CH	344	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX_FIXED	Pos	CH	15	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_TX	Pos	CH	11	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX_FIXED	Pos	CH	30	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_TX	Pos	CH	556	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX_FIXED	Pos	CH	213	1	0.5	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_TX	Pos	CH	14	0	0	PEAK
PBEH2_BCBC68_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_TX_FIXED	Pos	CH	26	0	0	PEAK
