#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_TX	Neg	GH	1427	2	0.1	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_TX	Neg	GH	963	2	0.2	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_TX	Neg	GH	777	0	0	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_TX	Neg	GH	1871	0	0	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_TX	Neg	GH	977	0	0	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_TX	Neg	GH	573	1	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR01_DESCSUPERCOIL_TX_RH1	Neg	GH	2028	4	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR02_DESCSUPERCOIL_TX_RH1	Neg	GH	1216	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR03_DESCSUPERCOIL_TX_RH1	Neg	GH	2564	5	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR04_DESCSUPERCOIL_TX_RH1	Neg	GH	1214	5	0.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR05_DESCSUPERCOIL_TX_RH1	Neg	GH	1192	2	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR06_DESCSUPERCOIL_TX_RH1	Neg	GH	1860	7	0.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR07_DESCSUPERCOIL_TX_RH1	Neg	GH	1510	7	0.5	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR08_DESCSUPERCOIL_TX_RH1	Neg	GH	1351	5	0.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR09_DESCSUPERCOIL_TX_RH1	Neg	GH	2331	8	0.3	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR10_DESCSUPERCOIL_TX_RH1	Neg	GH	1109	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR11_DESCSUPERCOIL_TX_RH1	Neg	GH	1065	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR12_DESCSUPERCOIL_TX_RH1	Neg	GH	1114	0	0	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR13_DESCSUPERCOIL_TX_RH1	Neg	GH	1679	3	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR14_DESCSUPERCOIL_TX_RH1	Neg	GH	1326	2	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR15_DESCSUPERCOIL_TX_RH1	Neg	GH	703	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR16_DESCSUPERCOIL_TX_RH1	Neg	GH	1400	4	0.3	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR17_DESCSUPERCOIL_TX_RH1	Neg	GH	674	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR18_DESCSUPERCOIL_TX_RH1	Neg	GH	1817	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR19_DESCSUPERCOIL_TX_RH1	Neg	GH	1408	4	0.3	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR20_DESCSUPERCOIL_TX_RH1	Neg	GH	1583	5	0.3	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR21_DESCSUPERCOIL_TX_RH1	Neg	GH	192	0	0	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR22_DESCSUPERCOIL_TX_RH1	Neg	GH	1573	2	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR23_DESCSUPERCOIL_TX_RH1	Neg	GH	1824	5	0.3	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR24_DESCSUPERCOIL_TX_RH1	Neg	GH	1608	2	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR25_DESCSUPERCOIL_TX_RH1	Neg	GH	1148	2	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_TX_RH1	Neg	GH	1606	9	0.6	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_TX_RH1	Neg	GH	1091	2	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_TX_RH1	Neg	GH	808	1	0.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_TX_RH1	Neg	GH	2083	4	0.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_TX_RH1	Neg	GH	1013	0	0	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_TX_RH1	Neg	GH	880	1	0.1	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_NT	Neg	GH	1022	8	0.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_NT	Neg	GH	638	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_NT	Neg	GH	1356	5	0.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_NT	Neg	GH	561	1	0.2	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_NT	Neg	GH	646	1	0.2	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_NT	Neg	GH	1014	5	0.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_NT	Neg	GH	831	3	0.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_NT	Neg	GH	637	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_NT	Neg	GH	1199	6	0.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_NT	Neg	GH	667	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_NT	Neg	GH	650	1	0.2	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_NT	Neg	GH	528	2	0.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_NT	Neg	GH	790	3	0.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_NT	Neg	GH	693	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_NT	Neg	GH	403	0	0	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_NT	Neg	GH	748	1	0.1	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_NT	Neg	GH	440	0	0	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_NT	Neg	GH	787	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_NT	Neg	GH	735	0	0	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_NT	Neg	GH	1005	3	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_NT	Neg	GH	50	0	0	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_NT	Neg	GH	825	6	0.7	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_NT	Neg	GH	918	6	0.7	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_NT	Neg	GH	907	0	0	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_NT	Neg	GH	650	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_NT	Neg	GH	857	4	0.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_NT	Neg	GH	581	2	0.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_NT	Neg	GH	430	2	0.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_NT	Neg	GH	968	5	0.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_NT	Neg	GH	596	5	0.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_NT	Neg	GH	385	0	0	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX	Neg	GH	1272	7	0.6	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX	Neg	GH	816	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX	Neg	GH	1660	4	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX	Neg	GH	649	2	0.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX	Neg	GH	713	2	0.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX	Neg	GH	1304	3	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX	Neg	GH	1031	2	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX	Neg	GH	770	4	0.5	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX	Neg	GH	1430	3	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX	Neg	GH	778	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX	Neg	GH	718	2	0.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX	Neg	GH	685	4	0.6	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX	Neg	GH	975	2	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX	Neg	GH	811	3	0.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX	Neg	GH	475	0	0	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX	Neg	GH	878	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX	Neg	GH	450	1	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX	Neg	GH	1042	2	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX	Neg	GH	860	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX	Neg	GH	1084	4	0.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX	Neg	GH	57	0	0	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX	Neg	GH	1090	4	0.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX	Neg	GH	1227	3	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX	Neg	GH	1162	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX	Neg	GH	718	1	0.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX	Neg	GH	1076	2	0.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX	Neg	GH	783	3	0.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX	Neg	GH	536	2	0.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX	Neg	GH	1173	0	0	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX	Neg	GH	715	0	0	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX	Neg	GH	383	1	0.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX_RH1	Neg	GH	1773	5	0.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX_RH1	Neg	GH	1184	2	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX_RH1	Neg	GH	2408	6	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX_RH1	Neg	GH	1177	1	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX_RH1	Neg	GH	1114	4	0.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX_RH1	Neg	GH	1755	0	0	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX_RH1	Neg	GH	1450	5	0.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX_RH1	Neg	GH	1330	2	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX_RH1	Neg	GH	2070	10	0.5	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX_RH1	Neg	GH	1026	2	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX_RH1	Neg	GH	966	4	0.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX_RH1	Neg	GH	1099	4	0.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX_RH1	Neg	GH	1410	3	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX_RH1	Neg	GH	1231	1	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX_RH1	Neg	GH	785	2	0.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX_RH1	Neg	GH	1212	0	0	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX_RH1	Neg	GH	672	0	0	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX_RH1	Neg	GH	1362	1	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX_RH1	Neg	GH	1268	3	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX_RH1	Neg	GH	1433	2	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX_RH1	Neg	GH	83	0	0	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX_RH1	Neg	GH	1492	1	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX_RH1	Neg	GH	1719	2	0.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX_RH1	Neg	GH	1689	4	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX_RH1	Neg	GH	1063	2	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX_RH1	Neg	GH	1583	6	0.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX_RH1	Neg	GH	1089	4	0.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX_RH1	Neg	GH	805	2	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX_RH1	Neg	GH	1725	3	0.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX_RH1	Neg	GH	1071	0	0	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX_RH1	Neg	GH	670	2	0.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_FIXED	Neg	GH	34	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT	Neg	GH	386	2	0.5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_FIXED	Neg	GH	31	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT	Neg	GH	453	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_FIXED	Neg	GH	35	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT	Neg	GH	271	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_FIXED	Neg	GH	65	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT	Neg	GH	351	1	0.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_FIXED	Neg	GH	1697	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT	Neg	GH	105	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_FIXED	Neg	GH	3	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT	Neg	GH	28	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_FIXED	Neg	GH	48	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT	Neg	GH	433	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_FIXED	Neg	GH	45	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT	Neg	GH	263	1	0.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_FIXED	Neg	GH	35	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT	Neg	GH	411	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED	Neg	GH	46	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT	Neg	GH	445	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED	Neg	GH	32	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT	Neg	GH	362	1	0.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED	Neg	GH	29	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT	Neg	GH	213	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED	Neg	GH	28	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT	Neg	GH	318	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED	Neg	GH	31	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT	Neg	GH	325	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED	Neg	GH	57	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT	Neg	GH	530	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_FIXED	Neg	GH	20	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT	Neg	GH	285	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_FIXED	Neg	GH	153	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT	Neg	GH	11	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_FIXED	Neg	GH	47	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT	Neg	GH	387	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_FIXED	Neg	GH	3599	25	0.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT	Neg	GH	70	1	1.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_FIXED	Neg	GH	45	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT	Neg	GH	389	1	0.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_FIXED	Neg	GH	0	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT	Neg	GH	10	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_FIXED	Neg	GH	58	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT	Neg	GH	641	1	0.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_FIXED	Neg	GH	305	2	0.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT	Neg	GH	14	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_FIXED	Neg	GH	30	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT	Neg	GH	320	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR25_DESCSUPERCOIL_NT_FIXED	Neg	GH	6	0	0	PEAK_TEMP
