#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_TX	Neg	GH	1427	569	39.9	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_TX	Neg	GH	963	163	16.9	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_TX	Neg	GH	777	278	35.8	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_TX	Neg	GH	1871	685	36.6	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_TX	Neg	GH	977	384	39.3	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_TX	Neg	GH	573	223	38.9	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR01_DESCSUPERCOIL_TX_RH1	Neg	GH	2028	863	42.6	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR02_DESCSUPERCOIL_TX_RH1	Neg	GH	1216	543	44.7	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR03_DESCSUPERCOIL_TX_RH1	Neg	GH	2564	1183	46.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR04_DESCSUPERCOIL_TX_RH1	Neg	GH	1214	617	50.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR05_DESCSUPERCOIL_TX_RH1	Neg	GH	1192	473	39.7	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR06_DESCSUPERCOIL_TX_RH1	Neg	GH	1860	914	49.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR07_DESCSUPERCOIL_TX_RH1	Neg	GH	1510	657	43.5	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR08_DESCSUPERCOIL_TX_RH1	Neg	GH	1351	610	45.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR09_DESCSUPERCOIL_TX_RH1	Neg	GH	2331	1045	44.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR10_DESCSUPERCOIL_TX_RH1	Neg	GH	1109	489	44.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR11_DESCSUPERCOIL_TX_RH1	Neg	GH	1065	465	43.7	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR12_DESCSUPERCOIL_TX_RH1	Neg	GH	1114	557	50	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR13_DESCSUPERCOIL_TX_RH1	Neg	GH	1679	378	22.5	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR14_DESCSUPERCOIL_TX_RH1	Neg	GH	1326	585	44.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR15_DESCSUPERCOIL_TX_RH1	Neg	GH	703	356	50.6	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR16_DESCSUPERCOIL_TX_RH1	Neg	GH	1400	647	46.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR17_DESCSUPERCOIL_TX_RH1	Neg	GH	674	321	47.6	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR18_DESCSUPERCOIL_TX_RH1	Neg	GH	1817	928	51.1	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR19_DESCSUPERCOIL_TX_RH1	Neg	GH	1408	667	47.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR20_DESCSUPERCOIL_TX_RH1	Neg	GH	1583	402	25.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR21_DESCSUPERCOIL_TX_RH1	Neg	GH	192	86	44.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR22_DESCSUPERCOIL_TX_RH1	Neg	GH	1573	774	49.2	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR23_DESCSUPERCOIL_TX_RH1	Neg	GH	1824	835	45.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR24_DESCSUPERCOIL_TX_RH1	Neg	GH	1608	814	50.6	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR25_DESCSUPERCOIL_TX_RH1	Neg	GH	1148	263	22.9	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_TX_RH1	Neg	GH	1606	362	22.5	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_TX_RH1	Neg	GH	1091	587	53.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_TX_RH1	Neg	GH	808	213	26.4	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_TX_RH1	Neg	GH	2083	938	45	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_TX_RH1	Neg	GH	1013	525	51.8	PEAK_TEMP
PBEH2_BCBC63_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_TX_RH1	Neg	GH	880	492	55.9	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_NT	Neg	GH	1022	445	43.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_NT	Neg	GH	638	273	42.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_NT	Neg	GH	1356	929	68.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_NT	Neg	GH	561	251	44.7	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_NT	Neg	GH	646	371	57.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_NT	Neg	GH	1014	430	42.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_NT	Neg	GH	831	513	61.7	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_NT	Neg	GH	637	257	40.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_NT	Neg	GH	1199	775	64.6	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_NT	Neg	GH	667	260	39	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_NT	Neg	GH	650	390	60	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_NT	Neg	GH	528	369	69.9	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_NT	Neg	GH	790	499	63.2	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_NT	Neg	GH	693	468	67.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_NT	Neg	GH	403	275	68.2	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_NT	Neg	GH	748	498	66.6	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_NT	Neg	GH	440	291	66.1	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_NT	Neg	GH	787	541	68.7	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_NT	Neg	GH	735	474	64.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_NT	Neg	GH	1005	621	61.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_NT	Neg	GH	50	31	62	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_NT	Neg	GH	825	361	43.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_NT	Neg	GH	918	597	65	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_NT	Neg	GH	907	585	64.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_NT	Neg	GH	650	441	67.8	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_NT	Neg	GH	857	352	41.1	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_NT	Neg	GH	581	403	69.4	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_NT	Neg	GH	430	281	65.3	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_NT	Neg	GH	968	654	67.6	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_NT	Neg	GH	596	420	70.5	PEAK_TEMP
PBEH2_BCBC64_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_NT	Neg	GH	385	254	66	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX	Neg	GH	1272	733	57.6	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX	Neg	GH	816	429	52.6	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX	Neg	GH	1660	556	33.5	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX	Neg	GH	649	398	61.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX	Neg	GH	713	362	50.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX	Neg	GH	1304	742	56.9	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX	Neg	GH	1031	550	53.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX	Neg	GH	770	437	56.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX	Neg	GH	1430	773	54.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX	Neg	GH	778	265	34.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX	Neg	GH	718	394	54.9	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX	Neg	GH	685	403	58.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX	Neg	GH	975	286	29.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX	Neg	GH	811	420	51.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX	Neg	GH	475	258	54.3	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX	Neg	GH	878	500	56.9	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX	Neg	GH	450	237	52.7	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX	Neg	GH	1042	603	57.9	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX	Neg	GH	860	258	30	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX	Neg	GH	1084	633	58.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX	Neg	GH	57	31	54.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX	Neg	GH	1090	626	57.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX	Neg	GH	1227	660	53.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX	Neg	GH	1162	641	55.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX	Neg	GH	718	413	57.5	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX	Neg	GH	1076	611	56.8	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX	Neg	GH	783	268	34.2	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX	Neg	GH	536	297	55.4	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX	Neg	GH	1173	681	58.1	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX	Neg	GH	715	415	58	PEAK_TEMP
PBEH2_BCBC65_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX	Neg	GH	383	224	58.5	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR01_DESCLINEARSCAI_TX_RH1	Neg	GH	1773	1006	56.7	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR02_DESCLINEARSCAI_TX_RH1	Neg	GH	1184	610	51.5	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR03_DESCLINEARSCAI_TX_RH1	Neg	GH	2408	1310	54.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR04_DESCLINEARSCAI_TX_RH1	Neg	GH	1177	412	35	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR05_DESCLINEARSCAI_TX_RH1	Neg	GH	1114	546	49	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR06_DESCLINEARSCAI_TX_RH1	Neg	GH	1755	581	33.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR07_DESCLINEARSCAI_TX_RH1	Neg	GH	1450	466	32.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR08_DESCLINEARSCAI_TX_RH1	Neg	GH	1330	748	56.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR09_DESCLINEARSCAI_TX_RH1	Neg	GH	2070	1126	54.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR10_DESCLINEARSCAI_TX_RH1	Neg	GH	1026	566	55.2	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR11_DESCLINEARSCAI_TX_RH1	Neg	GH	966	561	58.1	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR12_DESCLINEARSCAI_TX_RH1	Neg	GH	1099	395	35.9	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR13_DESCLINEARSCAI_TX_RH1	Neg	GH	1410	455	32.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR14_DESCLINEARSCAI_TX_RH1	Neg	GH	1231	390	31.7	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR15_DESCLINEARSCAI_TX_RH1	Neg	GH	785	443	56.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR16_DESCLINEARSCAI_TX_RH1	Neg	GH	1212	697	57.5	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR17_DESCLINEARSCAI_TX_RH1	Neg	GH	672	353	52.5	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR18_DESCLINEARSCAI_TX_RH1	Neg	GH	1362	817	60	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR19_DESCLINEARSCAI_TX_RH1	Neg	GH	1268	707	55.8	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR20_DESCLINEARSCAI_TX_RH1	Neg	GH	1433	773	53.9	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR21_DESCLINEARSCAI_TX_RH1	Neg	GH	83	43	51.8	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR22_DESCLINEARSCAI_TX_RH1	Neg	GH	1492	458	30.7	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR23_DESCLINEARSCAI_TX_RH1	Neg	GH	1719	529	30.8	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR24_DESCLINEARSCAI_TX_RH1	Neg	GH	1689	959	56.8	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR25_DESCLINEARSCAI_TX_RH1	Neg	GH	1063	630	59.3	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR26_DESCLINEARSCAI_TX_RH1	Neg	GH	1583	880	55.6	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR27_DESCLINEARSCAI_TX_RH1	Neg	GH	1089	334	30.7	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR28_DESCLINEARSCAI_TX_RH1	Neg	GH	805	440	54.7	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR29_DESCLINEARSCAI_TX_RH1	Neg	GH	1725	562	32.6	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR30_DESCLINEARSCAI_TX_RH1	Neg	GH	1071	615	57.4	PEAK_TEMP
PBEH2_BCBC66_PLASMIDPFC53_T3TERMSHORT_VR31_DESCLINEARSCAI_TX_RH1	Neg	GH	670	404	60.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT_FIXED	Neg	GH	34	4	11.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR01_DESCSUPERCOIL_NT	Neg	GH	386	51	13.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT_FIXED	Neg	GH	31	1	3.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR02_DESCSUPERCOIL_NT	Neg	GH	453	50	11	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT_FIXED	Neg	GH	35	4	11.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR03_DESCSUPERCOIL_NT	Neg	GH	271	27	10	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT_FIXED	Neg	GH	65	7	10.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR04_DESCSUPERCOIL_NT	Neg	GH	351	45	12.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT_FIXED	Neg	GH	1697	142	8.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR05_DESCSUPERCOIL_NT	Neg	GH	105	9	8.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT_FIXED	Neg	GH	3	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR06_DESCSUPERCOIL_NT	Neg	GH	28	4	14.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT_FIXED	Neg	GH	48	7	14.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR07_DESCSUPERCOIL_NT	Neg	GH	433	60	13.9	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT_FIXED	Neg	GH	45	6	13.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR08_DESCSUPERCOIL_NT	Neg	GH	263	29	11	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT_FIXED	Neg	GH	35	2	5.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR09_DESCSUPERCOIL_NT	Neg	GH	411	44	10.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT_FIXED	Neg	GH	46	5	10.9	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR10_DESCSUPERCOIL_NT	Neg	GH	445	50	11.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT_FIXED	Neg	GH	32	3	9.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR11_DESCSUPERCOIL_NT	Neg	GH	362	38	10.5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT_FIXED	Neg	GH	29	4	13.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR12_DESCSUPERCOIL_NT	Neg	GH	213	24	11.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT_FIXED	Neg	GH	28	1	3.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR13_DESCSUPERCOIL_NT	Neg	GH	318	31	9.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT_FIXED	Neg	GH	31	2	6.5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR14_DESCSUPERCOIL_NT	Neg	GH	325	40	12.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT_FIXED	Neg	GH	57	6	10.5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR15_DESCSUPERCOIL_NT	Neg	GH	530	78	14.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT_FIXED	Neg	GH	20	1	5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR16_DESCSUPERCOIL_NT	Neg	GH	285	36	12.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT_FIXED	Neg	GH	153	14	9.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR17_DESCSUPERCOIL_NT	Neg	GH	11	2	18.2	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT_FIXED	Neg	GH	47	3	6.4	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR18_DESCSUPERCOIL_NT	Neg	GH	387	39	10.1	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT_FIXED	Neg	GH	3599	383	10.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR19_DESCSUPERCOIL_NT	Neg	GH	70	9	12.9	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT_FIXED	Neg	GH	45	6	13.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR20_DESCSUPERCOIL_NT	Neg	GH	389	61	15.7	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT_FIXED	Neg	GH	0	0	0	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR21_DESCSUPERCOIL_NT	Neg	GH	10	1	10	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT_FIXED	Neg	GH	58	5	8.6	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR22_DESCSUPERCOIL_NT	Neg	GH	641	80	12.5	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT_FIXED	Neg	GH	305	42	13.8	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR23_DESCSUPERCOIL_NT	Neg	GH	14	2	14.3	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT_FIXED	Neg	GH	30	3	10	PEAK_TEMP
PBEH2_BCBC67_PLASMIDPFC8_TACINIT_VR24_DESCSUPERCOIL_NT	Neg	GH	320	35	10.9	PEAK_TEMP
