#sample	strand	convtype	total_read	read_with_peak	read_with_peak_perc	peaktype
PBEH2_BCBC15_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	GH	2412	77	3.2	PEAK_TEMP
PBEH2_BCBC16_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08	Neg	GH	2561	118	4.6	PEAK_TEMP
PBEH2_BCBC17_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_RH1	Neg	GH	7629	256	3.4	PEAK_TEMP
PBEH2_BCBC18_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_NT_NICKNTBSPQI13_COSSB	Neg	GH	238	33	13.9	PEAK_TEMP
PBEH2_BCBC19_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB	Neg	GH	894	37	4.1	PEAK_TEMP
PBEH2_BCBC20_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_POSTSSB	Neg	GH	709	18	2.5	PEAK_TEMP
PBEH2_BCBC21_PLASMIDPFC9_NTBSPQI_13_DESCLINEARBSAI_TX_NICKNTBSPQI13_COSSB_RH1	Neg	GH	478	47	9.8	PEAK_TEMP
PBEH2_BCBC22_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_NT_NICKNTBSPQI11_COSSB	Neg	GH	7650	217	2.8	PEAK_TEMP
PBEH2_BCBC23_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_COSSB	Neg	GH	6099	7	0.1	PEAK_TEMP
PBEH2_BCBC24_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_POSTSSB	Neg	GH	7637	214	2.8	PEAK_TEMP
PBEH2_BCBC25_PLASMIDPFC9_NTBSPQI_11_DESCLINEARBSAI_TX_NICKNTBSPQI11_COSSB_RH1	Neg	GH	9121	139	1.5	PEAK_TEMP
PBEH2_BCBC26_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_NT_NICKNTBSPQI08_COSSB	Neg	GH	12310	18	0.1	PEAK_TEMP
PBEH2_BCBC27_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_COSSB	Neg	GH	11155	87	0.8	PEAK_TEMP
PBEH2_BCBC28_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_POSTSSB	Neg	GH	9423	365	3.9	PEAK_TEMP
PBEH2_BCBC29_PLASMIDPFC9_NTBSPQI_08_DESCLINEARBSAI_TX_NICKNTBSPQI08_COSSB_RH1	Neg	GH	9567	495	5.2	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_1LOW1_DESCSUPERCOIL_NT	Neg	GH	548	221	40.3	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_1LOW2_DESCSUPERCOIL_NT	Neg	GH	375	104	27.7	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_1LOW3_DESCSUPERCOIL_NT	Neg	GH	321	178	55.5	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_2MED1_DESCSUPERCOIL_NT	Neg	GH	739	264	35.7	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_2MED2_DESCSUPERCOIL_NT	Neg	GH	441	135	30.6	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_2MED3_DESCSUPERCOIL_NT	Neg	GH	746	287	38.5	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_3HGH1_DESCSUPERCOIL_NT	Neg	GH	756	349	46.2	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_3HGH2_DESCSUPERCOIL_NT	Neg	GH	916	343	37.4	PEAK_TEMP
PBEH2_BCBC30_PLASMIDVR20F_3HGH3_DESCSUPERCOIL_NT	Neg	GH	504	230	45.6	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_1LOW1_DESCSUPERCOIL_TX	Neg	GH	142	47	33.1	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_1LOW2_DESCSUPERCOIL_TX	Neg	GH	86	7	8.1	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_1LOW3_DESCSUPERCOIL_TX	Neg	GH	88	13	14.8	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_2MED1_DESCSUPERCOIL_TX	Neg	GH	237	72	30.4	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_2MED2_DESCSUPERCOIL_TX	Neg	GH	127	29	22.8	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_2MED3_DESCSUPERCOIL_TX	Neg	GH	229	59	25.8	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_3HGH1_DESCSUPERCOIL_TX	Neg	GH	200	70	35	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_3HGH2_DESCSUPERCOIL_TX	Neg	GH	203	66	32.5	PEAK_TEMP
PBEH2_BCBC31_PLASMIDVR20F_3HGH3_DESCSUPERCOIL_TX	Neg	GH	155	63	40.6	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_1LOW1_DESCSUPERCOIL_TX_RH1	Neg	GH	641	295	46	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_1LOW2_DESCSUPERCOIL_TX_RH1	Neg	GH	337	140	41.5	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_1LOW3_DESCSUPERCOIL_TX_RH1	Neg	GH	341	216	63.3	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_2MED1_DESCSUPERCOIL_TX_RH1	Neg	GH	838	116	13.8	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_2MED2_DESCSUPERCOIL_TX_RH1	Neg	GH	522	179	34.3	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_2MED3_DESCSUPERCOIL_TX_RH1	Neg	GH	803	336	41.8	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_3HGH1_DESCSUPERCOIL_TX_RH1	Neg	GH	831	416	50.1	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_3HGH2_DESCSUPERCOIL_TX_RH1	Neg	GH	1051	206	19.6	PEAK_TEMP
PBEH2_BCBC32_PLASMIDVR20F_3HGH3_DESCSUPERCOIL_TX_RH1	Neg	GH	568	320	56.3	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_1LOW1_DESCLINEARPSII_NT	Neg	GH	8833	1068	12.1	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_1LOW2_DESCLINEARPSII_NT	Neg	GH	5887	744	12.6	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_1LOW3_DESCLINEARPSII_NT	Neg	GH	3647	501	13.7	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_2MED1_DESCLINEARPSII_NT	Neg	GH	10304	993	9.6	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_2MED2_DESCLINEARPSII_NT	Neg	GH	11277	1458	12.9	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_2MED3_DESCLINEARPSII_NT	Neg	GH	15630	182	1.2	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_3HGH1_DESCLINEARPSII_NT	Neg	GH	12707	1299	10.2	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_3HGH2_DESCLINEARPSII_NT	Neg	GH	16890	1756	10.4	PEAK_TEMP
PBEH2_BCBC33_PLASMIDVR20F_3HGH3_DESCLINEARPSII_NT	Neg	GH	7644	111	1.5	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_1LOW1_DESCLINEARPSII_TX	Neg	GH	738	6	0.8	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_1LOW2_DESCLINEARPSII_TX	Neg	GH	337	21	6.2	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_1LOW3_DESCLINEARPSII_TX	Neg	GH	249	6	2.4	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_2MED1_DESCLINEARPSII_TX	Neg	GH	926	42	4.5	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX	Neg	GH	635	27	4.3	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX	Neg	GH	846	48	5.7	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX	Neg	GH	676	32	4.7	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX	Neg	GH	927	11	1.2	PEAK_TEMP
PBEH2_BCBC34_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX	Neg	GH	698	30	4.3	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_1LOW1_DESCLINEARPSII_TX_RH1	Neg	GH	4784	42	0.9	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_1LOW2_DESCLINEARPSII_TX_RH1	Neg	GH	1952	21	1.1	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_1LOW3_DESCLINEARPSII_TX_RH1	Neg	GH	1512	29	1.9	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_2MED1_DESCLINEARPSII_TX_RH1	Neg	GH	5997	24	0.4	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_2MED2_DESCLINEARPSII_TX_RH1	Neg	GH	3884	25	0.6	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_2MED3_DESCLINEARPSII_TX_RH1	Neg	GH	5646	27	0.5	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_3HGH1_DESCLINEARPSII_TX_RH1	Neg	GH	4582	20	0.4	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_3HGH2_DESCLINEARPSII_TX_RH1	Neg	GH	6215	126	2	PEAK_TEMP
PBEH2_BCBC35_PLASMIDVR20F_3HGH3_DESCLINEARPSII_TX_RH1	Neg	GH	4111	105	2.6	PEAK_TEMP
PBEH2_BCBC36_PLASMIDPFC9_DESCLINEARAPALI_NT	Neg	GH	70	1	1.4	PEAK_TEMP
PBEH2_BCBC36_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT	Neg	GH	33	0	0	PEAK_TEMP
PBEH2_BCBC36_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT	Neg	GH	36	2	5.6	PEAK_TEMP
PBEH2_BCBC37_PLASMIDPFC9_DESCLINEARAPALI_TX	Neg	GH	2448	19	0.8	PEAK_TEMP
PBEH2_BCBC37_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX	Neg	GH	11047	61	0.6	PEAK_TEMP
PBEH2_BCBC37_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX	Neg	GH	8734	41	0.5	PEAK_TEMP
PBEH2_BCBC38_PLASMIDPFC9_DESCLINEARAPALI_TX_RH1	Neg	GH	1946	8	0.4	PEAK_TEMP
PBEH2_BCBC38_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_RH1	Neg	GH	9330	22	0.2	PEAK_TEMP
PBEH2_BCBC38_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_RH1	Neg	GH	8791	210	2.4	PEAK_TEMP
PBEH2_BCBC39_PLASMIDPFC9_DESCLINEARAPALI_NT_CORPA	Neg	GH	1409	5	0.4	PEAK_TEMP
PBEH2_BCBC39_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_CORPA	Neg	GH	7818	18	0.2	PEAK_TEMP
PBEH2_BCBC39_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_CORPA	Neg	GH	7703	105	1.4	PEAK_TEMP
PBEH2_BCBC40_PLASMIDPFC9_DESCLINEARAPALI_TX_CORPA	Neg	GH	850	28	3.3	PEAK_TEMP
PBEH2_BCBC40_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_CORPA	Neg	GH	2576	60	2.3	PEAK_TEMP
PBEH2_BCBC40_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_CORPA	Neg	GH	1621	45	2.8	PEAK_TEMP
PBEH2_BCBC41_PLASMIDPFC9_DESCLINEARAPALI_TX_CORPA_RH1	Neg	GH	3419	56	1.6	PEAK_TEMP
PBEH2_BCBC41_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_CORPA_RH1	Neg	GH	13573	255	1.9	PEAK_TEMP
PBEH2_BCBC41_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_CORPA_RH1	Neg	GH	11854	531	4.5	PEAK_TEMP
PBEH2_BCBC42_PLASMIDPFC9_DESCLINEARAPALI_NT_CORPA_DEPROTEINZED	Neg	GH	5356	767	14.3	PEAK_TEMP
PBEH2_BCBC42_PLASMIDT7INIT_VR10_DESCLINEARAPALI_NT_CORPA_DEPROTEINZED	Neg	GH	20012	219	1.1	PEAK_TEMP
PBEH2_BCBC42_PLASMIDT7INIT_VR20_DESCLINEARAPALI_NT_CORPA_DEPROTEINZED	Neg	GH	20061	2477	12.3	PEAK_TEMP
PBEH2_BCBC43_PLASMIDPFC9_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED	Neg	GH	351	46	13.1	PEAK_TEMP
PBEH2_BCBC43_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED	Neg	GH	886	226	25.5	PEAK_TEMP
PBEH2_BCBC43_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED	Neg	GH	386	112	29	PEAK_TEMP
PBEH2_BCBC44_PLASMIDPFC9_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED_RH1	Neg	GH	11695	591	5.1	PEAK_TEMP
PBEH2_BCBC44_PLASMIDT7INIT_VR10_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED_RH1	Neg	GH	21368	685	3.2	PEAK_TEMP
PBEH2_BCBC44_PLASMIDT7INIT_VR20_DESCLINEARAPALI_TX_CORPA_DEPROTEINZED_RH1	Neg	GH	20708	1093	5.3	PEAK_TEMP
PBEH2_BCBC45_PLASMIDT7INIT_VR10_DESCSUPERCOIL_NT_COSSB	Neg	GH	1316	851	64.7	PEAK_TEMP
PBEH2_BCBC46_PLASMIDT7INIT_VR10_DESCSUPERCOIL_TX_COSSB	Neg	GH	68	16	23.5	PEAK_TEMP
PBEH2_BCBC47_PLASMIDT7INIT_VR10_DESCSUPERCOIL_TX_POSTSSB	Neg	GH	1647	173	10.5	PEAK_TEMP
PBEH2_BCBC48_PLASMIDT7INIT_VR10_DESCSUPERCOIL_TX_COSSB_RH1	Neg	GH	1554	529	34	PEAK_TEMP
PBEH2_BCBC49_PLASMIDT7INIT_VR20_DESCSUPERCOIL_NT_COSSB	Neg	GH	1809	1073	59.3	PEAK_TEMP
PBEH2_BCBC50_PLASMIDT7INIT_VR20_DESCSUPERCOIL_TX_COSSB	Neg	GH	1613	601	37.3	PEAK_TEMP
PBEH2_BCBC51_PLASMIDT7INIT_VR20_DESCSUPERCOIL_TX_POSTSSB	Neg	GH	1943	127	6.5	PEAK_TEMP
PBEH2_BCBC52_PLASMIDT7INIT_VR20_DESCSUPERCOIL_TX_COSSB_RH1	Neg	GH	1080	437	40.5	PEAK_TEMP
PBEH2_BCBC53_PLASMIDPFC9_DESCSUPERCOIL_NT_COSSB	Neg	GH	3251	363	11.2	PEAK_TEMP
PBEH2_BCBC54_PLASMIDPFC9_DESCSUPERCOIL_TX_COSSB	Neg	GH	1309	357	27.3	PEAK_TEMP
PBEH2_BCBC55_PLASMIDPFC9_DESCSUPERCOIL_TX_POSTSSB	Neg	GH	1152	486	42.2	PEAK_TEMP
PBEH2_BCBC56_PLASMIDPFC9_DESCSUPERCOIL_TX_COSSB_RH1	Neg	GH	1173	468	39.9	PEAK_TEMP
PBEH2_BCBC57_PLASMIDPFC53_DESCSUPERCOIL_NT_COSSB	Neg	GH	14	3	21.4	PEAK_TEMP
PBEH2_BCBC58_PLASMIDPFC53_DESCSUPERCOIL_TX_COSSB	Neg	GH	40	8	20	PEAK_TEMP
PBEH2_BCBC59_PLASMIDPFC53_DESCSUPERCOIL_TX_POSTSSB	Neg	GH	11	4	36.4	PEAK_TEMP
PBEH2_BCBC60_PLASMIDPFC53_DESCSUPERCOIL_TX_COSSB_RH1	Neg	GH	5	0	0	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR01_DESCSUPERCOIL_NT	Neg	GH	851	187	22	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR02_DESCSUPERCOIL_NT	Neg	GH	447	155	34.7	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR03_DESCSUPERCOIL_NT	Neg	GH	969	409	42.2	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR04_DESCSUPERCOIL_NT	Neg	GH	579	275	47.5	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR05_DESCSUPERCOIL_NT	Neg	GH	530	168	31.7	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR06_DESCSUPERCOIL_NT	Neg	GH	731	146	20	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR07_DESCSUPERCOIL_NT	Neg	GH	631	244	38.7	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR08_DESCSUPERCOIL_NT	Neg	GH	536	215	40.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR09_DESCSUPERCOIL_NT	Neg	GH	950	352	37.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR10_DESCSUPERCOIL_NT	Neg	GH	525	104	19.8	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR11_DESCSUPERCOIL_NT	Neg	GH	445	180	40.4	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR12_DESCSUPERCOIL_NT	Neg	GH	485	71	14.6	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR13_DESCSUPERCOIL_NT	Neg	GH	665	244	36.7	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR14_DESCSUPERCOIL_NT	Neg	GH	510	203	39.8	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR15_DESCSUPERCOIL_NT	Neg	GH	299	123	41.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR16_DESCSUPERCOIL_NT	Neg	GH	522	204	39.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR17_DESCSUPERCOIL_NT	Neg	GH	295	124	42	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR18_DESCSUPERCOIL_NT	Neg	GH	688	118	17.2	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR19_DESCSUPERCOIL_NT	Neg	GH	546	210	38.5	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR20_DESCSUPERCOIL_NT	Neg	GH	673	279	41.5	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR21_DESCSUPERCOIL_NT	Neg	GH	108	40	37	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR22_DESCSUPERCOIL_NT	Neg	GH	622	281	45.2	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR23_DESCSUPERCOIL_NT	Neg	GH	683	277	40.6	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR24_DESCSUPERCOIL_NT	Neg	GH	641	264	41.2	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR25_DESCSUPERCOIL_NT	Neg	GH	498	218	43.8	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR26_DESCSUPERCOIL_NT	Neg	GH	604	265	43.9	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR27_DESCSUPERCOIL_NT	Neg	GH	478	96	20.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR28_DESCSUPERCOIL_NT	Neg	GH	353	136	38.5	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR29_DESCSUPERCOIL_NT	Neg	GH	808	308	38.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR30_DESCSUPERCOIL_NT	Neg	GH	434	200	46.1	PEAK_TEMP
PBEH2_BCBC61_PLASMIDPFC53_T3TERMSHORT_VR31_DESCSUPERCOIL_NT	Neg	GH	319	153	48	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR01_DESCSUPERCOIL_TX	Neg	GH	1857	598	32.2	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR02_DESCSUPERCOIL_TX	Neg	GH	1056	318	30.1	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR03_DESCSUPERCOIL_TX	Neg	GH	2299	378	16.4	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR04_DESCSUPERCOIL_TX	Neg	GH	1131	483	42.7	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR05_DESCSUPERCOIL_TX	Neg	GH	1103	304	27.6	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR06_DESCSUPERCOIL_TX	Neg	GH	1651	605	36.6	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR07_DESCSUPERCOIL_TX	Neg	GH	1426	488	34.2	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR08_DESCSUPERCOIL_TX	Neg	GH	1138	414	36.4	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR09_DESCSUPERCOIL_TX	Neg	GH	2185	689	31.5	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR10_DESCSUPERCOIL_TX	Neg	GH	1008	162	16.1	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR11_DESCSUPERCOIL_TX	Neg	GH	942	130	13.8	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR12_DESCSUPERCOIL_TX	Neg	GH	959	160	16.7	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR13_DESCSUPERCOIL_TX	Neg	GH	1534	213	13.9	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR14_DESCSUPERCOIL_TX	Neg	GH	1154	369	32	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR15_DESCSUPERCOIL_TX	Neg	GH	716	236	33	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR16_DESCSUPERCOIL_TX	Neg	GH	1305	437	33.5	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR17_DESCSUPERCOIL_TX	Neg	GH	553	166	30	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR18_DESCSUPERCOIL_TX	Neg	GH	1623	633	39	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR19_DESCSUPERCOIL_TX	Neg	GH	1362	201	14.8	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR20_DESCSUPERCOIL_TX	Neg	GH	1460	505	34.6	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR21_DESCSUPERCOIL_TX	Neg	GH	144	37	25.7	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR22_DESCSUPERCOIL_TX	Neg	GH	1472	584	39.7	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR23_DESCSUPERCOIL_TX	Neg	GH	1669	244	14.6	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR24_DESCSUPERCOIL_TX	Neg	GH	1486	234	15.7	PEAK_TEMP
PBEH2_BCBC62_PLASMIDPFC53_T3TERMSHORT_VR25_DESCSUPERCOIL_TX	Neg	GH	922	148	16.1	PEAK_TEMP
