sample_id	plasmid	strand	call_type	filepath	read_count
65	PFC53_T3TERMSHORT_VR22	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_low.bed.tsv	1090
65	PFC53_T3TERMSHORT_VR22	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_high.bed.tsv	648
65	PFC53_T3TERMSHORT_VR22	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_low.bed.tsv	648
65	PFC53_T3TERMSHORT_VR23	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_high.bed.tsv	1227
65	PFC53_T3TERMSHORT_VR23	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_low.bed.tsv	1227
65	PFC53_T3TERMSHORT_VR23	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_high.bed.tsv	661
65	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv	661
65	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv	1162
65	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv	1162
65	PFC53_T3TERMSHORT_VR24	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_high.bed.tsv	682
65	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv	682
65	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv	718
65	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv	718
65	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv	89
65	PFC53_T3TERMSHORT_VR26	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_high.bed.tsv	1076
65	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv	1076
65	PFC53_T3TERMSHORT_VR26	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_high.bed.tsv	451
65	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv	451
65	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv	783
65	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv	783
65	PFC53_T3TERMSHORT_VR27	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_high.bed.tsv	240
65	PFC53_T3TERMSHORT_VR27	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_low.bed.tsv	240
65	PFC53_T3TERMSHORT_VR28	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_high.bed.tsv	536
65	PFC53_T3TERMSHORT_VR28	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_low.bed.tsv	536
65	PFC53_T3TERMSHORT_VR28	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_high.bed.tsv	344
65	PFC53_T3TERMSHORT_VR28	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_low.bed.tsv	344
65	PFC53_T3TERMSHORT_VR29	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_high.bed.tsv	1173
65	PFC53_T3TERMSHORT_VR29	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_low.bed.tsv	1173
65	PFC53_T3TERMSHORT_VR29	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_high.bed.tsv	774
65	PFC53_T3TERMSHORT_VR29	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_low.bed.tsv	774
65	PFC53_T3TERMSHORT_VR30	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Neg_call_low.bed.tsv	715
65	PFC53_T3TERMSHORT_VR30	Pos	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_high.bed.tsv	135
65	PFC53_T3TERMSHORT_VR30	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_low.bed.tsv	135
65	PFC53_T3TERMSHORT_VR31	Neg	high	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_high.bed.tsv	383
65	PFC53_T3TERMSHORT_VR31	Neg	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_low.bed.tsv	383
65	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-65_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv	22
66	PFC53_T3TERMSHORT_VR01	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_high.bed.tsv	1773
66	PFC53_T3TERMSHORT_VR01	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Neg_call_low.bed.tsv	1773
66	PFC53_T3TERMSHORT_VR01	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_high.bed.tsv	1043
66	PFC53_T3TERMSHORT_VR01	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR01_Strand_Pos_call_low.bed.tsv	1043
66	PFC53_T3TERMSHORT_VR02	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_high.bed.tsv	1184
66	PFC53_T3TERMSHORT_VR02	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Neg_call_low.bed.tsv	1184
66	PFC53_T3TERMSHORT_VR02	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_high.bed.tsv	652
66	PFC53_T3TERMSHORT_VR02	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR02_Strand_Pos_call_low.bed.tsv	652
66	PFC53_T3TERMSHORT_VR03	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_high.bed.tsv	2408
66	PFC53_T3TERMSHORT_VR03	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Neg_call_low.bed.tsv	2408
66	PFC53_T3TERMSHORT_VR03	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_high.bed.tsv	1257
66	PFC53_T3TERMSHORT_VR03	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR03_Strand_Pos_call_low.bed.tsv	1257
66	PFC53_T3TERMSHORT_VR04	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_high.bed.tsv	1177
66	PFC53_T3TERMSHORT_VR04	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Neg_call_low.bed.tsv	1177
66	PFC53_T3TERMSHORT_VR04	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_high.bed.tsv	630
66	PFC53_T3TERMSHORT_VR04	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR04_Strand_Pos_call_low.bed.tsv	630
66	PFC53_T3TERMSHORT_VR05	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_high.bed.tsv	1114
66	PFC53_T3TERMSHORT_VR05	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Neg_call_low.bed.tsv	1114
66	PFC53_T3TERMSHORT_VR05	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR05_Strand_Pos_call_low.bed.tsv	625
66	PFC53_T3TERMSHORT_VR06	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Neg_call_low.bed.tsv	1755
66	PFC53_T3TERMSHORT_VR06	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_high.bed.tsv	976
66	PFC53_T3TERMSHORT_VR06	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR06_Strand_Pos_call_low.bed.tsv	976
66	PFC53_T3TERMSHORT_VR07	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_high.bed.tsv	1450
66	PFC53_T3TERMSHORT_VR07	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Neg_call_low.bed.tsv	1450
66	PFC53_T3TERMSHORT_VR07	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_high.bed.tsv	803
66	PFC53_T3TERMSHORT_VR07	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR07_Strand_Pos_call_low.bed.tsv	803
66	PFC53_T3TERMSHORT_VR08	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_high.bed.tsv	1330
66	PFC53_T3TERMSHORT_VR08	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Neg_call_low.bed.tsv	1330
66	PFC53_T3TERMSHORT_VR08	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_high.bed.tsv	513
66	PFC53_T3TERMSHORT_VR08	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR08_Strand_Pos_call_low.bed.tsv	513
66	PFC53_T3TERMSHORT_VR09	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_high.bed.tsv	2070
66	PFC53_T3TERMSHORT_VR09	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Neg_call_low.bed.tsv	2070
66	PFC53_T3TERMSHORT_VR09	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_high.bed.tsv	1268
66	PFC53_T3TERMSHORT_VR09	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR09_Strand_Pos_call_low.bed.tsv	1268
66	PFC53_T3TERMSHORT_VR10	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_high.bed.tsv	1026
66	PFC53_T3TERMSHORT_VR10	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Neg_call_low.bed.tsv	1026
66	PFC53_T3TERMSHORT_VR10	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_high.bed.tsv	618
66	PFC53_T3TERMSHORT_VR10	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR10_Strand_Pos_call_low.bed.tsv	618
66	PFC53_T3TERMSHORT_VR11	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_high.bed.tsv	966
66	PFC53_T3TERMSHORT_VR11	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Neg_call_low.bed.tsv	966
66	PFC53_T3TERMSHORT_VR11	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_high.bed.tsv	580
66	PFC53_T3TERMSHORT_VR11	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR11_Strand_Pos_call_low.bed.tsv	580
66	PFC53_T3TERMSHORT_VR12	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_high.bed.tsv	1099
66	PFC53_T3TERMSHORT_VR12	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Neg_call_low.bed.tsv	1099
66	PFC53_T3TERMSHORT_VR12	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_high.bed.tsv	418
66	PFC53_T3TERMSHORT_VR12	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR12_Strand_Pos_call_low.bed.tsv	418
66	PFC53_T3TERMSHORT_VR13	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_high.bed.tsv	1410
66	PFC53_T3TERMSHORT_VR13	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Neg_call_low.bed.tsv	1410
66	PFC53_T3TERMSHORT_VR13	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_high.bed.tsv	840
66	PFC53_T3TERMSHORT_VR13	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR13_Strand_Pos_call_low.bed.tsv	840
66	PFC53_T3TERMSHORT_VR14	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_high.bed.tsv	1231
66	PFC53_T3TERMSHORT_VR14	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Neg_call_low.bed.tsv	1231
66	PFC53_T3TERMSHORT_VR14	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_high.bed.tsv	680
66	PFC53_T3TERMSHORT_VR14	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR14_Strand_Pos_call_low.bed.tsv	680
66	PFC53_T3TERMSHORT_VR15	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_high.bed.tsv	785
66	PFC53_T3TERMSHORT_VR15	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Neg_call_low.bed.tsv	785
66	PFC53_T3TERMSHORT_VR15	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_high.bed.tsv	424
66	PFC53_T3TERMSHORT_VR15	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR15_Strand_Pos_call_low.bed.tsv	424
66	PFC53_T3TERMSHORT_VR16	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Neg_call_low.bed.tsv	1212
66	PFC53_T3TERMSHORT_VR16	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_high.bed.tsv	755
66	PFC53_T3TERMSHORT_VR16	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR16_Strand_Pos_call_low.bed.tsv	755
66	PFC53_T3TERMSHORT_VR17	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Neg_call_low.bed.tsv	672
66	PFC53_T3TERMSHORT_VR17	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR17_Strand_Pos_call_low.bed.tsv	79
66	PFC53_T3TERMSHORT_VR18	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_high.bed.tsv	1362
66	PFC53_T3TERMSHORT_VR18	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Neg_call_low.bed.tsv	1362
66	PFC53_T3TERMSHORT_VR18	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_high.bed.tsv	876
66	PFC53_T3TERMSHORT_VR18	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR18_Strand_Pos_call_low.bed.tsv	876
66	PFC53_T3TERMSHORT_VR19	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_high.bed.tsv	1268
66	PFC53_T3TERMSHORT_VR19	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Neg_call_low.bed.tsv	1268
66	PFC53_T3TERMSHORT_VR19	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_high.bed.tsv	775
66	PFC53_T3TERMSHORT_VR19	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR19_Strand_Pos_call_low.bed.tsv	775
66	PFC53_T3TERMSHORT_VR20	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_high.bed.tsv	1433
66	PFC53_T3TERMSHORT_VR20	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Neg_call_low.bed.tsv	1433
66	PFC53_T3TERMSHORT_VR20	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_high.bed.tsv	864
66	PFC53_T3TERMSHORT_VR20	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR20_Strand_Pos_call_low.bed.tsv	864
66	PFC53_T3TERMSHORT_VR21	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Neg_call_low.bed.tsv	83
66	PFC53_T3TERMSHORT_VR21	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR21_Strand_Pos_call_low.bed.tsv	42
66	PFC53_T3TERMSHORT_VR22	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_high.bed.tsv	1492
66	PFC53_T3TERMSHORT_VR22	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Neg_call_low.bed.tsv	1492
66	PFC53_T3TERMSHORT_VR22	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_high.bed.tsv	800
66	PFC53_T3TERMSHORT_VR22	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR22_Strand_Pos_call_low.bed.tsv	800
66	PFC53_T3TERMSHORT_VR23	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_high.bed.tsv	1719
66	PFC53_T3TERMSHORT_VR23	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Neg_call_low.bed.tsv	1719
66	PFC53_T3TERMSHORT_VR23	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_high.bed.tsv	954
66	PFC53_T3TERMSHORT_VR23	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR23_Strand_Pos_call_low.bed.tsv	954
66	PFC53_T3TERMSHORT_VR24	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_high.bed.tsv	1689
66	PFC53_T3TERMSHORT_VR24	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Neg_call_low.bed.tsv	1689
66	PFC53_T3TERMSHORT_VR24	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_high.bed.tsv	913
66	PFC53_T3TERMSHORT_VR24	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR24_Strand_Pos_call_low.bed.tsv	913
66	PFC53_T3TERMSHORT_VR25	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_high.bed.tsv	1063
66	PFC53_T3TERMSHORT_VR25	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Neg_call_low.bed.tsv	1063
66	PFC53_T3TERMSHORT_VR25	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR25_Strand_Pos_call_low.bed.tsv	99
66	PFC53_T3TERMSHORT_VR26	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_high.bed.tsv	1583
66	PFC53_T3TERMSHORT_VR26	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Neg_call_low.bed.tsv	1583
66	PFC53_T3TERMSHORT_VR26	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_high.bed.tsv	662
66	PFC53_T3TERMSHORT_VR26	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR26_Strand_Pos_call_low.bed.tsv	662
66	PFC53_T3TERMSHORT_VR27	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_high.bed.tsv	1089
66	PFC53_T3TERMSHORT_VR27	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Neg_call_low.bed.tsv	1089
66	PFC53_T3TERMSHORT_VR27	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_high.bed.tsv	400
66	PFC53_T3TERMSHORT_VR27	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR27_Strand_Pos_call_low.bed.tsv	400
66	PFC53_T3TERMSHORT_VR28	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_high.bed.tsv	805
66	PFC53_T3TERMSHORT_VR28	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Neg_call_low.bed.tsv	805
66	PFC53_T3TERMSHORT_VR28	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_high.bed.tsv	431
66	PFC53_T3TERMSHORT_VR28	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR28_Strand_Pos_call_low.bed.tsv	431
66	PFC53_T3TERMSHORT_VR29	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_high.bed.tsv	1725
66	PFC53_T3TERMSHORT_VR29	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Neg_call_low.bed.tsv	1725
66	PFC53_T3TERMSHORT_VR29	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_high.bed.tsv	1087
66	PFC53_T3TERMSHORT_VR29	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR29_Strand_Pos_call_low.bed.tsv	1087
66	PFC53_T3TERMSHORT_VR30	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Neg_call_low.bed.tsv	1071
66	PFC53_T3TERMSHORT_VR30	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_high.bed.tsv	197
66	PFC53_T3TERMSHORT_VR30	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR30_Strand_Pos_call_low.bed.tsv	197
66	PFC53_T3TERMSHORT_VR31	Neg	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_high.bed.tsv	670
66	PFC53_T3TERMSHORT_VR31	Neg	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Neg_call_low.bed.tsv	670
66	PFC53_T3TERMSHORT_VR31	Pos	high	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_high.bed.tsv	37
66	PFC53_T3TERMSHORT_VR31	Pos	low	mergedBed/PBEH2-66_Plasmid_PFC53_T3TERMSHORT_VR31_Strand_Pos_call_low.bed.tsv	37
67	PFC8_TACINIT_VR01	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Neg_call_high.bed.tsv	34
67	PFC8_TACINIT_VR01	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Neg_call_low.bed.tsv	34
67	PFC8_TACINIT_VR01	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR01_Strand_Pos_call_low.bed.tsv	29
67	PFC8_TACINIT_VR02	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR02_Strand_Neg_call_low.bed.tsv	31
67	PFC8_TACINIT_VR02	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR02_Strand_Pos_call_low.bed.tsv	46
67	PFC8_TACINIT_VR03	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR03_Strand_Neg_call_low.bed.tsv	35
67	PFC8_TACINIT_VR03	Pos	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR03_Strand_Pos_call_low.bed.tsv	34
67	PFC8_TACINIT_VR04	Neg	high	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR04_Strand_Neg_call_high.bed.tsv	65
67	PFC8_TACINIT_VR04	Neg	low	mergedBed/PBEH2-67_Plasmid_PFC8_TACINIT_VR04_Strand_Neg_call_low.bed.tsv	65
