sample_id	plasmid	strand	call_type	filepath
72	PFC8_TACINIT_VR05	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR05_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR05	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR05_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR06	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR06_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR06	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR06_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR07	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR07_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR07	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR07_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR07	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR07_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR08	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR08_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR08	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR08_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR09	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR09_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR09	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR09_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR10	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR10_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR10	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR10_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR10	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR10_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR10	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR10_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR11	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR11_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR11	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR11_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR11	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR11_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR12	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR12_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR12	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR12_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR13	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR13_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR13	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR13_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR14	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR14_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR14	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR14_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR15	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR15_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR15	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR15_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR15	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR15_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR15	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR15_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR16	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR16_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR16	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR16_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR17	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR17_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR17	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR17_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR17	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR17_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR18	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR18_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR18	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR18_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR18	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR18_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR19	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR19_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR19	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR19_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR19	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR19_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR19	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR19_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR20	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR20_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR20	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR20_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR21	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR21_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR22	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR22_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR22	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR22_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR23	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR23_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR23	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR23_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR23	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR23_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR24	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR24_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR24	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR24_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR24	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR24_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR25	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR25_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR25	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR25_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR26	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR26_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR26	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR26_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR26	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR26_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR27	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR27_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR27	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR27_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR27	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR27_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR28	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR28_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR28	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR28_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR29	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR29_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR29	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR29_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR29	Pos	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR29_Strand_Pos_call_high.bed.tsv
72	PFC8_TACINIT_VR29	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR29_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR30	Neg	high	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR30_Strand_Neg_call_high.bed.tsv
72	PFC8_TACINIT_VR30	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR30_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR30	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR30_Strand_Pos_call_low.bed.tsv
72	PFC8_TACINIT_VR31	Neg	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR31_Strand_Neg_call_low.bed.tsv
72	PFC8_TACINIT_VR31	Pos	low	mergedBed/PBEH2-72_Plasmid_PFC8_TACINIT_VR31_Strand_Pos_call_low.bed.tsv
73	PFC9	Neg	high	mergedBed/PBEH2-73_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
73	PFC9	Neg	low	mergedBed/PBEH2-73_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
73	PFC9	Pos	high	mergedBed/PBEH2-73_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
73	PFC9	Pos	low	mergedBed/PBEH2-73_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
74	PFC9	Neg	high	mergedBed/PBEH2-74_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
74	PFC9	Neg	low	mergedBed/PBEH2-74_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
74	PFC9	Pos	high	mergedBed/PBEH2-74_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
74	PFC9	Pos	low	mergedBed/PBEH2-74_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
75	PFC9	Neg	high	mergedBed/PBEH2-75_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
75	PFC9	Neg	low	mergedBed/PBEH2-75_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
75	PFC9	Pos	high	mergedBed/PBEH2-75_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
75	PFC9	Pos	low	mergedBed/PBEH2-75_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
76	PFC9	Neg	high	mergedBed/PBEH2-76_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
76	PFC9	Neg	low	mergedBed/PBEH2-76_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
76	PFC9	Pos	high	mergedBed/PBEH2-76_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
76	PFC9	Pos	low	mergedBed/PBEH2-76_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
77	PFC9	Neg	high	mergedBed/PBEH2-77_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
77	PFC9	Neg	low	mergedBed/PBEH2-77_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
77	PFC9	Pos	high	mergedBed/PBEH2-77_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
77	PFC9	Pos	low	mergedBed/PBEH2-77_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
78	PFC9	Neg	high	mergedBed/PBEH2-78_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
78	PFC9	Neg	low	mergedBed/PBEH2-78_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
78	PFC9	Pos	high	mergedBed/PBEH2-78_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
78	PFC9	Pos	low	mergedBed/PBEH2-78_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
79	PFC9	Neg	high	mergedBed/PBEH2-79_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
79	PFC9	Neg	low	mergedBed/PBEH2-79_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
79	PFC9	Pos	high	mergedBed/PBEH2-79_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
79	PFC9	Pos	low	mergedBed/PBEH2-79_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
80	PFC9	Neg	high	mergedBed/PBEH2-80_Plasmid_PFC9_Strand_Neg_call_high.bed.tsv
80	PFC9	Neg	low	mergedBed/PBEH2-80_Plasmid_PFC9_Strand_Neg_call_low.bed.tsv
80	PFC9	Pos	high	mergedBed/PBEH2-80_Plasmid_PFC9_Strand_Pos_call_high.bed.tsv
80	PFC9	Pos	low	mergedBed/PBEH2-80_Plasmid_PFC9_Strand_Pos_call_low.bed.tsv
81	PFC8_TACT1T2	Neg	high	mergedBed/PBEH2-81_Plasmid_PFC8_TACT1T2_Strand_Neg_call_high.bed.tsv
81	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-81_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
81	PFC8_TACT1T2	Pos	high	mergedBed/PBEH2-81_Plasmid_PFC8_TACT1T2_Strand_Pos_call_high.bed.tsv
81	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-81_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
82	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-82_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
82	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-82_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
83	PFC8_TACT1T2	Neg	high	mergedBed/PBEH2-83_Plasmid_PFC8_TACT1T2_Strand_Neg_call_high.bed.tsv
83	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-83_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
83	PFC8_TACT1T2	Pos	high	mergedBed/PBEH2-83_Plasmid_PFC8_TACT1T2_Strand_Pos_call_high.bed.tsv
83	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-83_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
84	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-84_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
84	PFC8_TACT1T2	Pos	high	mergedBed/PBEH2-84_Plasmid_PFC8_TACT1T2_Strand_Pos_call_high.bed.tsv
84	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-84_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
85	PFC8_TACT1T2	Neg	high	mergedBed/PBEH2-85_Plasmid_PFC8_TACT1T2_Strand_Neg_call_high.bed.tsv
85	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-85_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
85	PFC8_TACT1T2	Pos	high	mergedBed/PBEH2-85_Plasmid_PFC8_TACT1T2_Strand_Pos_call_high.bed.tsv
85	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-85_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
86	PFC8_TACT1T2	Neg	low	mergedBed/PBEH2-86_Plasmid_PFC8_TACT1T2_Strand_Neg_call_low.bed.tsv
86	PFC8_TACT1T2	Pos	low	mergedBed/PBEH2-86_Plasmid_PFC8_TACT1T2_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR01	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR01_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR01	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR01_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR01	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR01_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR01	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR01_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR04	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR04_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR04	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR04_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR04	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR04_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR04	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR04_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR22	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR22_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR22	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR22_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR22	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR22_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR22	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR22_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR24	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR24_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR24	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR24_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR24	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR24_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR24	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR24_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR25	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR25_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR25	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR25_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR25	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR25_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR25	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR25_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR27	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR27_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR27	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR27_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR27	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR27_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR27	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR27_Strand_Pos_call_low.bed.tsv
87	T7INIT_VR31	Neg	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR31_Strand_Neg_call_high.bed.tsv
87	T7INIT_VR31	Neg	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR31_Strand_Neg_call_low.bed.tsv
87	T7INIT_VR31	Pos	high	mergedBed/PBEH2-87_Plasmid_T7INIT_VR31_Strand_Pos_call_high.bed.tsv
87	T7INIT_VR31	Pos	low	mergedBed/PBEH2-87_Plasmid_T7INIT_VR31_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR01	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR01_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR01	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR01_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR01	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR01_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR01	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR01_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR04	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR04_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR04	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR04_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR04	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR04_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR04	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR04_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR22	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR22_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR22	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR22_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR22	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR22_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR22	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR22_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR24	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR24_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR24	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR24_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR24	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR24_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR24	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR24_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR25	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR25_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR25	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR25_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR25	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR25_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR25	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR25_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR27	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR27_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR27	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR27_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR27	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR27_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR27	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR27_Strand_Pos_call_low.bed.tsv
88	T7INIT_VR31	Neg	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR31_Strand_Neg_call_high.bed.tsv
88	T7INIT_VR31	Neg	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR31_Strand_Neg_call_low.bed.tsv
88	T7INIT_VR31	Pos	high	mergedBed/PBEH2-88_Plasmid_T7INIT_VR31_Strand_Pos_call_high.bed.tsv
88	T7INIT_VR31	Pos	low	mergedBed/PBEH2-88_Plasmid_T7INIT_VR31_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR01	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR01_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR01	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR01_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR01	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR01_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR01	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR01_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR04	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR04_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR04	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR04_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR04	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR04_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR04	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR04_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR22	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR22_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR22	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR22_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR22	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR22_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR22	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR22_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR24	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR24_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR24	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR24_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR24	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR24_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR24	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR24_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR25	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR25_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR25	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR25_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR25	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR25_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR25	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR25_Strand_Pos_call_low.bed.tsv
89	T7INIT_VR27	Neg	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR27_Strand_Neg_call_high.bed.tsv
89	T7INIT_VR27	Neg	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR27_Strand_Neg_call_low.bed.tsv
89	T7INIT_VR27	Pos	high	mergedBed/PBEH2-89_Plasmid_T7INIT_VR27_Strand_Pos_call_high.bed.tsv
89	T7INIT_VR27	Pos	low	mergedBed/PBEH2-89_Plasmid_T7INIT_VR27_Strand_Pos_call_low.bed.tsv
